"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
39,84,0.464,9,22,0.409,14,18,0.778,8,41,21,10,3,16,21,36,81,0.444,7,18,0.389,17,23,0.739,11,45,22,7,6,18,15,1,1
38,82,0.463,15,33,0.455,17,29,0.586,13,54,24,11,5,18,26,32,82,0.39,6,31,0.194,19,25,0.76,8,41,18,7,3,16,20,1,0
47,89,0.528,5,23,0.217,14,22,0.636,12,40,31,10,7,6,21,34,85,0.4,5,12,0.417,20,23,0.87,16,45,15,3,2,12,19,1,0
40,88,0.455,7,22,0.318,12,12,1,13,44,24,11,8,14,13,30,72,0.417,4,14,0.286,10,11,0.909,7,36,12,6,9,19,12,1,0
41,97,0.423,6,28,0.214,22,30,0.733,16,52,30,11,5,13,28,35,83,0.422,7,20,0.35,27,36,0.75,12,48,21,5,6,17,25,1,1
39,83,0.47,9,24,0.375,22,30,0.733,14,51,28,9,3,20,16,34,81,0.42,9,27,0.333,18,21,0.857,6,34,17,8,2,16,21,1,0
45,91,0.495,8,30,0.267,11,15,0.733,17,47,18,3,6,14,19,40,87,0.46,10,33,0.303,16,18,0.889,7,33,24,9,6,8,15,1,1
43,93,0.462,8,26,0.308,12,19,0.632,14,46,20,7,5,14,19,45,94,0.479,8,17,0.471,18,25,0.72,18,49,24,10,7,11,17,0,1
46,99,0.465,11,20,0.55,25,29,0.862,16,59,23,7,2,13,22,44,95,0.463,11,23,0.478,23,30,0.767,9,42,24,9,7,9,21,1,1
48,91,0.527,10,20,0.5,20,21,0.952,15,47,23,0,6,12,25,50,90,0.556,5,14,0.357,18,28,0.643,12,35,31,6,4,8,16,1,1
41,86,0.477,8,19,0.421,26,30,0.867,11,57,23,6,7,18,29,36,95,0.379,9,39,0.231,27,43,0.628,11,40,23,14,7,10,21,1,0
43,83,0.518,7,22,0.318,21,27,0.778,14,53,25,9,5,18,16,40,86,0.465,7,26,0.269,11,15,0.733,2,27,20,8,3,13,18,1,0
44,93,0.473,9,27,0.333,20,25,0.8,19,50,25,7,10,13,17,47,95,0.495,10,23,0.435,10,12,0.833,12,39,25,3,5,9,18,1,0
36,85,0.424,7,22,0.318,29,37,0.784,12,50,22,10,5,15,18,48,97,0.495,7,26,0.269,13,20,0.65,13,46,24,7,4,10,23,0,1
42,85,0.494,15,33,0.455,23,30,0.767,14,38,23,8,5,14,29,37,73,0.507,1,11,0.091,31,39,0.795,9,36,22,9,4,17,30,1,1
45,86,0.523,12,32,0.375,19,23,0.826,9,50,28,4,7,18,20,38,88,0.432,3,16,0.188,16,24,0.667,7,31,17,13,2,7,17,1,0
42,96,0.438,5,26,0.192,9,10,0.9,9,48,28,6,4,13,21,39,88,0.443,9,22,0.409,14,22,0.636,10,45,27,8,8,11,14,0,0
37,90,0.411,5,21,0.238,13,19,0.684,14,39,22,9,7,10,23,41,80,0.513,10,23,0.435,23,27,0.852,13,49,25,4,1,12,21,0,0
43,89,0.483,12,33,0.364,18,22,0.818,14,52,28,5,5,13,27,35,86,0.407,9,28,0.321,24,30,0.8,13,42,26,10,4,10,21,1,1
47,86,0.547,8,19,0.421,17,22,0.773,9,36,25,4,6,13,15,47,90,0.522,12,20,0.6,17,18,0.944,14,39,29,5,6,12,25,0,1
46,96,0.479,9,26,0.346,17,26,0.654,16,62,23,6,4,22,21,45,95,0.474,14,32,0.438,17,25,0.68,4,32,25,15,7,11,22,0,0
47,82,0.573,14,34,0.412,23,26,0.885,10,47,28,7,3,21,23,48,107,0.449,7,25,0.28,13,19,0.684,22,46,28,11,0,10,16,1,1
39,98,0.398,10,35,0.286,10,11,0.909,18,63,22,3,8,17,21,40,98,0.408,9,32,0.281,14,21,0.667,12,45,26,11,3,6,13,0,1
40,86,0.465,4,20,0.2,22,27,0.815,11,46,22,3,4,14,18,47,87,0.54,11,34,0.324,16,21,0.762,4,40,33,11,3,8,20,0,1
32,76,0.421,7,25,0.28,33,43,0.767,14,55,27,5,8,21,23,34,90,0.378,3,19,0.158,25,30,0.833,14,43,22,17,6,10,24,1,1
48,91,0.527,9,24,0.375,15,18,0.833,10,52,33,6,2,16,20,41,81,0.506,12,34,0.353,14,23,0.609,2,29,29,11,4,10,17,1,0
36,84,0.429,6,27,0.222,18,25,0.72,16,54,15,3,7,24,24,37,86,0.43,7,21,0.333,18,21,0.857,6,37,22,12,7,12,23,0,0
31,81,0.383,2,18,0.111,21,25,0.84,18,56,18,7,2,19,23,34,85,0.4,4,24,0.167,21,25,0.84,13,44,17,12,3,11,17,0,1
49,83,0.59,9,17,0.529,21,26,0.808,10,52,31,10,6,13,20,31,91,0.341,7,27,0.259,25,27,0.926,14,39,13,4,7,11,19,1,0
47,96,0.49,12,29,0.414,24,30,0.8,16,53,23,7,5,10,24,40,93,0.43,5,19,0.263,24,27,0.889,16,42,17,4,4,11,22,1,1
45,89,0.506,7,22,0.318,14,18,0.778,16,63,27,3,8,20,24,35,89,0.393,10,29,0.345,17,27,0.63,10,36,24,11,5,8,17,1,1
42,80,0.525,10,28,0.357,21,26,0.808,9,45,26,8,4,18,25,40,83,0.482,9,22,0.409,22,30,0.733,8,34,28,11,2,12,18,1,1
41,91,0.451,8,35,0.229,21,29,0.724,13,46,22,10,7,13,17,40,92,0.435,13,37,0.351,14,17,0.824,13,47,26,9,3,15,27,1,0
45,83,0.542,9,22,0.409,14,22,0.636,10,39,27,13,4,14,16,35,73,0.479,5,22,0.227,16,23,0.696,9,36,18,8,3,18,22,1,0
44,85,0.518,7,20,0.35,16,18,0.889,13,47,19,6,5,17,18,37,86,0.43,4,15,0.267,14,17,0.824,13,34,14,8,3,12,17,1,0
41,86,0.477,11,26,0.423,26,32,0.813,12,53,29,7,5,10,22,38,93,0.409,8,24,0.333,16,23,0.696,12,40,19,4,7,9,21,1,1
31,82,0.378,6,21,0.286,14,22,0.636,14,45,16,10,7,19,21,33,87,0.379,4,19,0.211,18,20,0.9,16,53,20,6,4,16,18,0,1
45,87,0.517,10,32,0.313,19,24,0.792,17,46,25,10,1,14,13,42,76,0.553,16,29,0.552,17,22,0.773,5,26,22,9,4,12,17,1,0
38,82,0.463,7,27,0.259,27,32,0.844,15,50,21,5,5,19,21,41,102,0.402,13,42,0.31,23,26,0.885,22,45,24,11,5,9,24,0,1
46,87,0.529,15,33,0.455,17,24,0.708,13,55,32,10,4,17,21,37,88,0.42,10,30,0.333,18,27,0.667,10,38,28,9,4,13,19,1,1
43,91,0.473,9,22,0.409,20,31,0.645,19,50,18,9,2,17,20,43,84,0.512,15,33,0.455,19,24,0.792,9,39,32,11,6,15,23,0,1
39,81,0.481,13,32,0.406,21,28,0.75,13,44,24,6,5,21,25,45,94,0.479,13,32,0.406,11,20,0.55,16,40,22,12,4,11,23,0,1
42,96,0.438,12,37,0.324,16,27,0.593,13,57,27,8,11,11,20,23,81,0.284,7,31,0.226,26,30,0.867,10,48,15,8,1,15,20,1,0
35,87,0.402,6,25,0.24,22,25,0.88,18,55,18,7,5,21,23,37,87,0.425,4,14,0.286,24,32,0.75,11,42,15,12,8,11,22,0,1
44,88,0.5,12,32,0.375,12,14,0.857,6,51,22,7,4,12,21,36,91,0.396,11,33,0.333,11,18,0.611,5,39,19,7,2,11,17,1,0
34,86,0.395,9,24,0.375,15,19,0.789,11,42,17,9,5,23,33,37,83,0.446,4,18,0.222,32,42,0.762,11,55,17,13,7,19,17,0,1
33,79,0.418,8,30,0.267,16,28,0.571,10,45,20,7,5,16,20,39,94,0.415,11,32,0.344,12,16,0.75,11,48,16,11,6,13,20,0,0
41,89,0.461,9,30,0.3,15,20,0.75,11,46,18,5,6,16,27,34,79,0.43,3,13,0.231,30,39,0.769,8,41,22,10,4,15,22,1,1
41,77,0.532,11,25,0.44,15,32,0.469,13,48,11,5,7,19,25,33,88,0.375,5,24,0.208,21,33,0.636,16,40,9,12,8,9,22,1,1
44,87,0.506,15,30,0.5,12,20,0.6,14,47,29,3,3,8,19,37,77,0.481,7,20,0.35,15,21,0.714,7,36,20,4,5,8,14,1,0
41,76,0.539,9,25,0.36,12,18,0.667,7,40,24,5,2,22,22,47,96,0.49,11,30,0.367,15,22,0.682,18,46,16,13,5,9,16,0,0
36,91,0.396,10,29,0.345,22,27,0.815,10,39,20,6,3,9,22,40,77,0.519,7,19,0.368,21,32,0.656,8,47,20,5,7,14,20,0,1
39,88,0.443,9,22,0.409,14,23,0.609,10,36,26,6,3,9,15,46,82,0.561,7,15,0.467,14,18,0.778,8,42,27,4,4,11,21,0,0
33,69,0.478,8,22,0.364,26,29,0.897,10,43,17,5,10,22,22,36,86,0.419,6,16,0.375,23,27,0.852,14,35,22,10,0,8,21,0,1
35,89,0.393,5,21,0.238,19,21,0.905,16,46,20,5,3,12,25,41,83,0.494,9,31,0.29,15,19,0.789,7,37,29,6,9,11,16,0,1
31,75,0.413,7,19,0.368,11,13,0.846,4,39,15,4,3,12,18,38,89,0.427,7,23,0.304,10,13,0.769,12,47,29,9,10,6,13,0,1
35,88,0.398,9,30,0.3,24,29,0.828,10,48,18,11,7,19,27,32,92,0.348,14,44,0.318,30,35,0.857,13,51,22,11,6,17,20,0,1
38,90,0.422,8,25,0.32,18,24,0.75,17,55,16,8,3,14,17,38,86,0.442,7,24,0.292,8,16,0.5,10,42,24,6,5,13,24,1,0
43,87,0.494,8,25,0.32,13,17,0.765,7,43,27,7,8,10,18,32,88,0.364,6,18,0.333,23,27,0.852,15,51,17,2,6,10,12,1,1
31,88,0.352,6,22,0.273,20,27,0.741,16,55,18,5,9,14,21,33,86,0.384,7,18,0.389,20,23,0.87,6,44,19,6,3,10,18,0,0
38,78,0.487,12,30,0.4,20,26,0.769,12,46,24,5,2,16,16,36,82,0.439,7,23,0.304,17,23,0.739,6,33,20,12,2,9,19,1,0
33,87,0.379,5,23,0.217,16,27,0.593,13,54,18,6,2,18,38,33,85,0.388,8,19,0.421,28,56,0.5,18,55,26,7,5,10,22,0,1
41,100,0.41,15,40,0.375,15,17,0.882,13,50,24,6,1,15,23,43,94,0.457,9,29,0.31,20,24,0.833,12,49,23,7,5,12,17,0,0
44,85,0.518,18,36,0.5,17,20,0.85,15,48,26,11,3,15,20,38,88,0.432,13,30,0.433,22,24,0.917,15,41,18,4,3,12,17,1,0
39,77,0.506,10,20,0.5,21,30,0.7,8,40,23,7,3,14,21,38,83,0.458,5,15,0.333,22,26,0.846,13,45,24,3,4,14,24,1,1
33,85,0.388,8,33,0.242,14,18,0.778,15,46,21,10,7,17,25,30,73,0.411,4,13,0.308,26,33,0.788,10,45,22,8,7,16,19,0,1
40,79,0.506,11,26,0.423,9,16,0.563,10,36,21,3,2,18,25,40,79,0.506,9,21,0.429,16,20,0.8,6,30,18,10,4,8,18,0,1
45,96,0.469,12,34,0.353,4,7,0.571,14,51,23,7,3,12,14,36,83,0.434,13,35,0.371,11,18,0.611,8,40,21,8,7,9,9,1,1
41,89,0.461,6,21,0.286,22,29,0.759,14,39,15,4,0,7,22,39,75,0.52,9,21,0.429,25,28,0.893,7,34,17,3,3,11,22,0,0
35,81,0.432,13,32,0.406,22,29,0.759,10,50,28,7,5,15,21,36,82,0.439,8,25,0.32,21,27,0.778,5,41,15,9,9,9,22,1,0
32,92,0.348,11,26,0.423,15,18,0.833,17,47,13,6,3,18,28,38,79,0.481,2,14,0.143,28,37,0.757,14,51,13,6,8,18,20,0,1
32,73,0.438,11,32,0.344,19,26,0.731,7,42,21,3,2,19,23,39,84,0.464,2,15,0.133,22,31,0.71,13,48,19,11,5,13,18,0,1
39,80,0.488,13,34,0.382,18,22,0.818,10,42,23,7,0,19,24,43,75,0.573,12,23,0.522,18,26,0.692,5,30,26,11,7,11,14,0,1
38,81,0.469,5,24,0.208,16,22,0.727,14,50,24,5,4,18,20,37,77,0.481,9,29,0.31,23,28,0.821,2,31,21,8,1,10,17,0,1
33,95,0.347,7,28,0.25,16,24,0.667,22,58,16,7,7,13,22,41,85,0.482,13,31,0.419,20,23,0.87,8,49,27,5,8,11,17,0,1
41,89,0.461,9,22,0.409,14,19,0.737,10,49,28,9,3,8,12,28,77,0.364,11,31,0.355,9,15,0.6,9,42,21,4,2,17,20,1,0
38,92,0.413,10,33,0.303,12,16,0.75,14,52,19,13,5,18,23,30,76,0.395,9,24,0.375,25,31,0.806,7,43,22,10,5,22,22,1,1
41,87,0.471,12,32,0.375,16,20,0.8,12,47,22,8,6,14,18,37,87,0.425,12,27,0.444,17,19,0.895,12,44,20,9,5,14,16,1,0
35,78,0.449,16,36,0.444,10,14,0.714,8,39,19,1,0,10,16,43,86,0.5,15,33,0.455,8,11,0.727,12,42,19,7,5,5,18,0,1
40,78,0.513,10,23,0.435,22,32,0.688,7,41,23,4,3,10,34,34,80,0.425,7,22,0.318,31,48,0.646,15,41,20,7,6,8,25,1,1
28,72,0.389,7,28,0.25,15,24,0.625,7,42,14,7,4,21,19,35,91,0.385,3,15,0.2,18,26,0.692,17,52,21,10,3,11,19,0,0
38,86,0.442,9,26,0.346,13,23,0.565,17,49,21,5,4,13,18,42,83,0.506,11,23,0.478,14,17,0.824,10,42,24,7,6,10,22,0,0
38,96,0.396,12,33,0.364,20,28,0.714,12,45,21,12,4,9,17,46,87,0.529,18,32,0.563,18,21,0.857,5,48,36,6,5,15,20,0,0
42,100,0.42,19,44,0.432,12,14,0.857,20,52,27,7,4,16,28,37,76,0.487,10,21,0.476,26,36,0.722,8,42,23,8,6,19,16,1,0
39,88,0.443,11,26,0.423,10,15,0.667,17,54,25,7,10,13,20,31,76,0.408,8,19,0.421,15,22,0.682,10,38,20,8,6,14,15,1,0
47,93,0.505,15,35,0.429,7,11,0.636,12,42,26,7,5,9,18,38,85,0.447,8,19,0.421,20,28,0.714,16,46,22,6,5,12,10,1,1
34,87,0.391,5,29,0.172,16,24,0.667,9,38,17,6,4,13,22,42,76,0.553,10,23,0.435,20,30,0.667,3,45,27,9,8,13,25,0,1
43,84,0.512,17,31,0.548,5,11,0.455,9,48,25,5,2,15,24,37,77,0.481,9,21,0.429,15,20,0.75,4,35,25,6,3,9,16,1,1
41,94,0.436,9,31,0.29,7,11,0.636,13,50,23,5,4,12,18,39,87,0.448,10,24,0.417,16,23,0.696,10,43,25,7,3,13,13,0,0
47,93,0.505,10,31,0.323,17,22,0.773,14,42,26,12,1,8,22,34,69,0.493,7,17,0.412,28,32,0.875,4,30,14,4,6,18,20,1,0
44,90,0.489,9,30,0.3,15,19,0.789,10,48,28,6,8,12,23,36,86,0.419,7,19,0.368,18,32,0.563,10,45,26,7,5,13,18,1,0
45,92,0.489,7,20,0.35,12,16,0.75,13,51,24,10,4,11,21,31,80,0.388,10,29,0.345,19,28,0.679,14,47,17,9,4,16,12,1,0
32,76,0.421,6,27,0.222,26,30,0.867,8,37,16,7,5,13,21,35,80,0.438,4,16,0.25,19,28,0.679,15,49,20,10,4,16,23,1,0
39,85,0.459,11,31,0.355,18,25,0.72,10,49,25,6,7,15,23,38,86,0.442,5,14,0.357,14,24,0.583,12,43,23,7,4,13,18,1,0
38,81,0.469,10,25,0.4,17,23,0.739,10,40,21,8,6,14,20,40,85,0.471,12,19,0.632,18,25,0.72,12,45,23,7,6,14,18,0,0
35,87,0.402,11,35,0.314,15,23,0.652,20,54,21,15,6,21,21,25,77,0.325,7,36,0.194,22,30,0.733,12,43,13,13,4,23,21,1,1
44,89,0.494,10,29,0.345,14,20,0.7,8,37,22,9,6,13,23,43,86,0.5,7,19,0.368,13,19,0.684,5,39,18,5,3,15,24,1,1
41,89,0.461,8,28,0.286,26,34,0.765,16,49,21,11,2,13,27,37,77,0.481,11,34,0.324,18,34,0.529,8,40,23,6,3,20,22,1,0
52,97,0.536,17,30,0.567,16,23,0.696,8,48,28,12,4,13,21,36,92,0.391,12,34,0.353,21,28,0.75,14,47,25,7,4,20,17,1,0
39,90,0.433,12,32,0.375,25,38,0.658,23,48,20,7,6,12,21,43,86,0.5,8,16,0.5,17,23,0.739,12,38,19,6,10,11,26,1,0
40,80,0.5,10,23,0.435,22,25,0.88,7,40,24,6,6,15,18,43,90,0.478,3,12,0.25,15,19,0.789,12,47,18,10,2,13,20,1,0
37,80,0.463,13,35,0.371,18,22,0.818,11,40,22,4,3,21,30,44,82,0.537,10,29,0.345,21,35,0.6,12,46,26,14,5,16,25,0,0
38,87,0.437,5,21,0.238,22,27,0.815,8,47,20,6,7,10,17,39,94,0.415,7,22,0.318,10,12,0.833,10,50,33,4,6,9,21,1,1
41,81,0.506,14,24,0.583,15,21,0.714,8,45,19,4,7,12,20,40,93,0.43,3,14,0.214,19,25,0.76,19,52,21,7,5,9,17,1,1
37,88,0.42,12,30,0.4,18,20,0.9,9,55,17,5,7,7,18,33,88,0.375,6,21,0.286,13,18,0.722,8,46,11,4,4,8,17,1,1
34,84,0.405,11,29,0.379,14,20,0.7,12,48,15,4,7,14,21,43,107,0.402,7,26,0.269,23,24,0.958,19,57,20,9,8,5,16,0,1
39,83,0.47,11,27,0.407,26,35,0.743,10,36,14,5,3,11,35,34,67,0.507,6,12,0.5,43,54,0.796,9,38,12,5,4,13,30,0,1
35,78,0.449,11,31,0.355,22,23,0.957,3,31,18,8,0,13,23,44,84,0.524,12,22,0.545,23,28,0.821,10,45,22,7,1,12,23,0,1
41,89,0.461,10,24,0.417,24,31,0.774,13,53,24,2,4,20,27,45,99,0.455,8,20,0.4,11,23,0.478,12,45,26,9,5,12,28,1,0
37,86,0.43,19,36,0.528,19,23,0.826,7,39,20,4,4,8,23,40,89,0.449,18,40,0.45,30,39,0.769,16,56,23,5,6,8,20,0,1
47,84,0.56,17,35,0.486,10,11,0.909,9,51,34,2,3,15,20,34,91,0.374,7,26,0.269,9,18,0.5,11,39,19,6,4,15,16,1,0
31,91,0.341,7,27,0.259,25,27,0.926,14,39,13,4,7,11,19,49,83,0.59,9,17,0.529,21,26,0.808,10,52,31,10,6,13,20,0,1
39,89,0.438,10,22,0.455,22,30,0.733,14,49,23,5,6,13,22,45,86,0.523,8,16,0.5,20,22,0.909,4,37,35,8,11,7,24,0,1
36,78,0.462,9,27,0.333,36,40,0.9,6,45,17,4,3,12,26,40,83,0.482,10,21,0.476,22,28,0.786,3,34,23,7,4,7,26,1,1
42,104,0.404,18,46,0.391,18,28,0.643,22,52,25,9,4,14,22,49,89,0.551,15,25,0.6,19,23,0.826,8,50,31,7,8,16,21,0,1
40,89,0.449,7,27,0.259,22,25,0.88,11,46,19,12,8,13,12,42,96,0.438,9,30,0.3,10,11,0.909,11,47,21,8,6,17,17,1,0
32,80,0.4,6,24,0.25,24,32,0.75,9,41,18,10,5,15,25,37,82,0.451,4,19,0.211,18,28,0.643,11,47,21,9,5,16,29,0,1
38,91,0.418,8,25,0.32,24,30,0.8,11,56,21,9,5,10,21,39,93,0.419,10,38,0.263,17,24,0.708,10,53,21,5,6,13,22,1,0
38,80,0.475,14,29,0.483,15,18,0.833,5,42,25,6,10,19,23,37,89,0.416,7,15,0.467,12,19,0.632,11,43,20,11,2,14,20,1,0
41,90,0.456,14,34,0.412,20,27,0.741,15,50,26,9,10,15,20,37,88,0.42,9,24,0.375,26,34,0.765,16,48,20,12,6,15,25,1,0
41,79,0.519,10,15,0.667,18,23,0.783,8,45,21,9,4,15,19,34,88,0.386,6,19,0.316,19,27,0.704,12,42,16,9,4,13,17,1,0
38,85,0.447,9,24,0.375,26,33,0.788,11,37,23,8,4,13,16,50,88,0.568,18,30,0.6,18,22,0.818,11,43,30,5,8,12,23,0,1
40,93,0.43,12,31,0.387,23,27,0.852,19,49,20,12,7,14,19,41,78,0.526,11,22,0.5,14,21,0.667,3,34,20,6,7,19,19,1,1
43,84,0.512,15,33,0.455,19,24,0.792,9,39,32,11,6,15,23,43,91,0.473,9,22,0.409,20,31,0.645,19,50,18,9,2,17,20,1,0
40,80,0.5,9,24,0.375,16,18,0.889,11,37,19,2,4,17,20,41,84,0.488,5,13,0.385,19,25,0.76,13,37,24,8,7,11,18,0,0
39,89,0.438,11,36,0.306,18,22,0.818,13,45,19,11,8,15,19,40,94,0.426,7,25,0.28,12,18,0.667,20,53,24,10,6,20,19,1,0
45,93,0.484,5,15,0.333,11,13,0.846,7,36,22,11,9,13,18,42,86,0.488,7,19,0.368,21,22,0.955,11,45,21,7,4,19,19,0,1
40,86,0.465,9,22,0.409,13,13,1,12,56,23,7,4,18,16,31,77,0.403,5,16,0.313,8,15,0.533,2,32,17,6,6,15,17,1,0
36,83,0.434,5,19,0.263,18,25,0.72,10,51,22,10,6,18,16,35,98,0.357,6,29,0.207,11,14,0.786,16,45,21,10,5,16,23,1,1
39,79,0.494,4,13,0.308,12,17,0.706,8,45,21,6,7,13,12,32,89,0.36,4,13,0.308,16,21,0.762,17,49,17,8,3,10,18,1,1
37,81,0.457,7,22,0.318,18,20,0.9,9,49,21,5,3,20,21,42,87,0.483,8,23,0.348,10,14,0.714,4,33,27,11,3,10,19,0,1
45,81,0.556,9,21,0.429,15,23,0.652,6,42,35,11,3,12,26,34,73,0.466,6,19,0.316,20,31,0.645,6,33,15,7,0,15,18,1,0
46,87,0.529,6,23,0.261,8,11,0.727,8,46,34,11,7,16,19,34,84,0.405,7,19,0.368,13,19,0.684,11,42,25,10,5,19,14,1,1
46,82,0.561,7,15,0.467,14,18,0.778,8,42,27,4,4,11,21,39,88,0.443,9,22,0.409,14,23,0.609,10,36,26,6,3,9,15,1,1
33,85,0.388,5,16,0.313,21,25,0.84,12,54,23,10,7,13,9,33,82,0.402,8,22,0.364,9,11,0.818,6,41,15,7,3,15,21,1,0
38,89,0.427,7,23,0.304,10,13,0.769,12,47,29,9,10,6,13,31,75,0.413,7,19,0.368,11,13,0.846,4,39,15,4,3,12,18,1,0
42,86,0.488,9,18,0.5,16,20,0.8,10,50,33,5,13,10,13,38,98,0.388,5,15,0.333,17,18,0.944,17,50,25,7,5,6,17,1,0
34,84,0.405,9,17,0.529,13,16,0.813,5,43,22,5,8,8,17,40,88,0.455,8,22,0.364,16,17,0.941,7,53,26,3,3,9,17,0,1
34,72,0.472,7,21,0.333,17,22,0.773,7,40,20,7,6,17,20,32,74,0.432,1,9,0.111,17,17,1,7,35,19,13,2,16,23,1,0
42,82,0.512,9,20,0.45,5,10,0.5,11,38,21,18,3,20,20,34,73,0.466,7,19,0.368,9,10,0.9,9,37,23,13,3,28,17,1,0
33,81,0.407,8,28,0.286,14,19,0.737,12,52,23,6,4,13,12,34,83,0.41,6,22,0.273,9,12,0.75,9,46,21,7,1,13,21,1,0
36,75,0.48,8,22,0.364,11,14,0.786,5,42,22,11,7,18,17,31,77,0.403,7,20,0.35,11,13,0.846,8,37,17,8,2,18,19,1,1
40,85,0.471,9,17,0.529,19,20,0.95,12,49,25,11,9,16,14,37,87,0.425,6,26,0.231,8,13,0.615,12,43,28,9,5,18,17,1,0
37,90,0.411,2,14,0.143,13,18,0.722,12,47,20,5,4,9,17,37,86,0.43,6,16,0.375,12,20,0.6,12,51,25,4,6,10,21,0,1
37,90,0.411,7,21,0.333,14,20,0.7,11,54,25,11,9,11,12,26,78,0.333,3,14,0.214,15,18,0.833,6,44,17,7,6,16,20,1,0
40,80,0.5,10,18,0.556,13,18,0.722,10,48,27,8,8,15,21,30,80,0.375,2,16,0.125,21,25,0.84,9,37,19,6,6,11,17,1,1
44,83,0.53,5,17,0.294,15,22,0.682,11,47,26,3,3,14,22,39,86,0.453,12,29,0.414,15,22,0.682,11,39,22,9,3,14,22,1,0
47,76,0.618,4,11,0.364,21,25,0.84,7,47,32,4,1,7,17,26,75,0.347,4,24,0.167,12,21,0.571,6,31,14,3,1,13,25,1,1
34,76,0.447,7,25,0.28,19,24,0.792,13,35,23,10,2,17,19,37,64,0.578,3,10,0.3,20,22,0.909,4,34,23,10,2,20,24,0,1
44,82,0.537,6,14,0.429,15,25,0.6,11,49,26,9,6,13,13,36,88,0.409,9,25,0.36,6,10,0.6,9,36,20,7,5,15,21,1,0
36,74,0.486,10,20,0.5,21,22,0.955,6,49,26,11,2,23,16,30,80,0.375,5,24,0.208,13,16,0.813,7,33,21,15,3,17,15,1,1
42,75,0.56,9,21,0.429,25,27,0.926,9,48,24,6,2,11,17,32,79,0.405,3,11,0.273,14,17,0.824,7,32,18,8,3,11,23,1,0
44,83,0.53,8,22,0.364,18,23,0.783,8,43,29,10,9,11,21,35,84,0.417,3,15,0.2,22,25,0.88,10,38,22,6,4,12,18,1,0
43,87,0.494,10,19,0.526,19,24,0.792,10,44,25,7,4,8,30,36,72,0.5,10,24,0.417,25,40,0.625,6,37,23,6,8,10,22,1,0
46,89,0.517,6,20,0.3,8,9,0.889,7,45,27,8,7,9,14,38,90,0.422,7,19,0.368,9,15,0.6,13,48,21,5,3,14,15,1,0
44,82,0.537,10,24,0.417,10,14,0.714,14,47,24,7,9,15,14,30,72,0.417,3,10,0.3,20,25,0.8,8,31,19,5,2,13,17,1,1
36,88,0.409,5,20,0.25,7,8,0.875,14,47,24,11,4,15,20,32,74,0.432,7,15,0.467,17,26,0.654,8,42,23,8,2,17,17,0,1
39,81,0.481,7,10,0.7,16,17,0.941,10,41,21,11,12,11,10,38,86,0.442,5,18,0.278,5,6,0.833,8,36,25,6,3,15,16,1,0
37,72,0.514,5,17,0.294,22,28,0.786,5,36,25,5,5,16,18,39,82,0.476,3,11,0.273,14,24,0.583,6,32,25,12,4,15,29,1,0
43,76,0.566,6,14,0.429,20,33,0.606,6,46,26,13,5,13,16,32,81,0.395,5,18,0.278,10,18,0.556,8,36,18,6,3,15,23,1,0
45,86,0.523,13,24,0.542,18,19,0.947,8,39,31,9,2,11,22,37,74,0.5,9,22,0.409,20,33,0.606,8,37,26,7,4,15,20,1,0
49,90,0.544,9,20,0.45,16,20,0.8,13,44,32,11,5,13,20,37,77,0.481,3,12,0.25,21,30,0.7,10,35,23,6,5,15,18,1,1
52,86,0.605,9,21,0.429,10,13,0.769,8,38,34,10,2,13,21,37,79,0.468,7,18,0.389,17,18,0.944,10,34,21,8,3,18,17,1,0
41,93,0.441,4,13,0.308,14,17,0.824,12,49,23,5,9,8,16,38,91,0.418,9,21,0.429,14,17,0.824,10,44,19,1,4,8,14,1,0
44,82,0.537,4,13,0.308,14,19,0.737,10,40,27,8,4,12,15,33,73,0.452,2,12,0.167,11,13,0.846,5,30,15,5,3,15,18,1,1
41,85,0.482,5,14,0.357,22,27,0.815,11,49,20,9,5,17,20,38,91,0.418,6,23,0.261,17,26,0.654,11,41,22,8,2,12,24,1,1
38,83,0.458,5,17,0.294,18,22,0.818,11,45,17,6,7,11,16,38,82,0.463,10,26,0.385,9,11,0.818,9,43,15,4,2,17,23,1,0
42,90,0.467,5,20,0.25,23,28,0.821,6,51,22,7,5,7,21,29,81,0.358,6,23,0.261,19,25,0.76,5,45,20,4,6,13,23,1,0
42,86,0.488,9,14,0.643,24,28,0.857,10,43,24,8,6,8,21,32,81,0.395,6,18,0.333,19,23,0.826,9,43,18,3,4,13,26,1,1
43,85,0.506,11,21,0.524,11,13,0.846,7,35,26,10,13,6,14,38,84,0.452,6,16,0.375,13,18,0.722,12,45,19,3,5,11,12,1,1
31,74,0.419,5,14,0.357,23,31,0.742,9,38,21,11,4,25,21,44,85,0.518,11,26,0.423,21,25,0.84,10,45,31,15,3,21,25,0,1
50,90,0.556,12,23,0.522,18,21,0.857,12,49,34,7,3,13,28,28,73,0.384,8,30,0.267,35,52,0.673,12,40,14,7,11,15,22,1,0
